freq,unit,sex,age,icd10,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,RT,F,Y_LT65,A-R_V-Y,CZ03	146.26 	156.64 	134.69 	147.89 	132.48 	131.73 	148.21 	127.68 	138.59 	169.46 
A,RT,F,Y_LT65,A-R_V-Y,CZ04	195.8 	204.88 	188.85 	183.43 	185.5 	189.99 	188.33 	178.77 	184.73 	218.53 
A,RT,F,Y_LT65,A-R_V-Y,CZ05	158.23 	144.87 	138.14 	136.32 	142.13 	128.85 	133.2 	141.49 	136.84 	167.5 
A,RT,F,Y_LT65,A-R_V-Y,CZ06	143.48 	135.33 	132.98 	127.83 	131.4 	123.89 	129.49 	132.61 	131.04 	156.34 
A,RT,F,Y_LT65,A-R_V-Y,CZ07	155.72 	163.34 	150.51 	152.09 	134.87 	143.9 	142.23 	150.13 	155.38 	162.95 
A,RT,F,Y_LT65,A-R_V-Y,CZ08	197.13 	179.59 	164.81 	169.29 	163.63 	166.95 	157.23 	167.74 	173.43 	197.82 
A,RT,F,Y_LT65,A-R_V-Y,DE	140.05 	141.74 	136.13 	139.28 	137.71 	134.89 	136.09 	131.24 	130.31 	134.64 
A,RT,F,Y_LT65,A-R_V-Y,DE1	116.72 	121.74 	116.84 	119.81 	117.59 	114.24 	115.92 	112.08 	106.63 	110.3 
A,RT,F,Y_LT65,A-R_V-Y,DE11	115.28 	120.5 	110.06 	118.02 	112.98 	111.11 	114.07 	110.35 	101.88 	111.68 
A,RT,F,Y_LT65,A-R_V-Y,DE12	124.42 	127.69 	127.52 	125.83 	118.86 	120.54 	124.55 	116.72 	115.63 	112.75 
A,RT,F,Y_LT65,A-R_V-Y,DE13	111.5 	123.15 	119.7 	121.92 	122.58 	119.09 	115.12 	109.59 	106.68 	113.23 
A,RT,F,Y_LT65,A-R_V-Y,DE14	114.65 	113.57 	111.79 	111.98 	119.77 	105.57 	108.04 	111.91 	103.68 	100.22 
A,RT,F,Y_LT65,A-R_V-Y,DE2	128.06 	126.84 	119.95 	123.94 	123.76 	117.51 	115.78 	113.19 	116.21 	120.07 
A,RT,F,Y_LT65,A-R_V-Y,DE21	122.5 	119.42 	110.05 	112.77 	121.6 	108 	111.16 	102.21 	106.52 	108.77 
A,RT,F,Y_LT65,A-R_V-Y,DE22	122.91 	133.19 	130.2 	131.75 	124.13 	120 	119.76 	117.9 	122.01 	125.33 
A,RT,F,Y_LT65,A-R_V-Y,DE23	128.27 	129.55 	131.82 	122.14 	128.41 	130.25 	116.86 	126.2 	129.96 	132.94 
A,RT,F,Y_LT65,A-R_V-Y,DE24	138.75 	140.76 	131.04 	145.54 	135.04 	135.92 	129.56 	124.69 	122.9 	125.02 
A,RT,F,Y_LT65,A-R_V-Y,DE25	135.65 	140.68 	130.06 	137.42 	132.05 	130.6 	122.42 	127.47 	128.24 	133.1 
A,RT,F,Y_LT65,A-R_V-Y,DE26	126.45 	120.35 	116.24 	119.62 	115.04 	115.94 	117.39 	111.35 	113.72 	120.22 
A,RT,F,Y_LT65,A-R_V-Y,DE27	132.91 	122.56 	115.97 	123.96 	118.7 	108.59 	108.27 	110.65 	113.93 	122.14 
A,RT,F,Y_LT65,A-R_V-Y,DE3	152.5 	147.33 	145.88 	154.92 	144.7 	141.74 	149.25 	136.45 	138.59 	135.1 
A,RT,F,Y_LT65,A-R_V-Y,DE30	152.5 	147.33 	145.88 	154.92 	144.7 	141.74 	149.25 	136.45 	138.59 	135.1 
A,RT,F,Y_LT65,A-R_V-Y,DE4	135.52 	141.31 	132.85 	138.46 	138.88 	138.72 	134.58 	126.15 	130.91 	136.43 
A,RT,F,Y_LT65,A-R_V-Y,DE40	135.52 	141.31 	132.85 	138.46 	138.88 	138.72 	134.58 	126.15 	130.91 	136.43 
A,RT,F,Y_LT65,A-R_V-Y,DE5	177.46 	167.6 	174.01 	170.2 	169.28 	145.86 	177.29 	150.94 	164.13 	157.93 
A,RT,F,Y_LT65,A-R_V-Y,DE50	177.46 	167.6 	174.01 	170.2 	169.28 	145.86 	177.29 	150.94 	164.13 	157.93 
A,RT,F,Y_LT65,A-R_V-Y,DE6	155.73 	153.77 	145.43 	154.32 	142.13 	137.27 	139.41 	134.2 	130.42 	138.5 
A,RT,F,Y_LT65,A-R_V-Y,DE60	155.73 	153.77 	145.43 	154.32 	142.13 	137.27 	139.41 	134.2 	130.42 	138.5 
A,RT,F,Y_LT65,A-R_V-Y,DE7	136.71 	137.18 	130.35 	132.27 	130.34 	127.75 	130.7 	123.69 	124.6 	123.77 
A,RT,F,Y_LT65,A-R_V-Y,DE71	135.48 	133.15 	126.39 	126.31 	124.77 	121.26 	124.65 	118.61 	117.1 	122.09 
A,RT,F,Y_LT65,A-R_V-Y,DE72	137.86 	138.92 	139.04 	141.01 	136.89 	142.47 	139.78 	135.04 	134.1 	132.68 
A,RT,F,Y_LT65,A-R_V-Y,DE73	139.74 	148.47 	135.03 	143.9 	142.89 	135.92 	143.14 	130.37 	140.51 	123.63 
A,RT,F,Y_LT65,A-R_V-Y,DE8	142.95 	150.74 	134.09 	146.06 	142.31 	136.12 	146.52 	147.96 	151.22 	154.95 
A,RT,F,Y_LT65,A-R_V-Y,DE80	142.95 	150.74 	134.09 	146.06 	142.31 	136.12 	146.52 	147.96 	151.22 	154.95 
A,RT,F,Y_LT65,A-R_V-Y,DE9	144.92 	153.02 	144.11 	144 	148.18 	146.28 	146.33 	140.5 	135.83 	142.86 
A,RT,F,Y_LT65,A-R_V-Y,DE91	151.07 	148.88 	147.24 	153.07 	153.05 	146.42 	157.16 	150.91 	136.36 	154.33 
A,RT,F,Y_LT65,A-R_V-Y,DE92	140.62 	155.37 	147.22 	144.8 	151.41 	154.22 	147.38 	141.31 	141.63 	140.64 
A,RT,F,Y_LT65,A-R_V-Y,DE93	141.49 	151.9 	135.36 	139.36 	150.18 	142.71 	143.56 	135.35 	134.49 	140.58 
A,RT,F,Y_LT65,A-R_V-Y,DE94	147.27 	154.51 	145.46 	140.58 	141.04 	141.85 	140.26 	136.86 	131.67 	139.31 
A,RT,F,Y_LT65,A-R_V-Y,DEA	151.64 	154.9 	149.21 	153.16 	150.33 	146.34 	148.39 	142.39 	142.87 	144.96 
A,RT,F,Y_LT65,A-R_V-Y,DEA1	160.24 	164.15 	160.72 	160.57 	159.97 	154.91 	157.01 	149.66 	150.03 	152.11 
A,RT,F,Y_LT65,A-R_V-Y,DEA2	142.57 	145.24 	137.42 	146.67 	141.71 	137.84 	139.84 	136.72 	134.93 	134.61 
A,RT,F,Y_LT65,A-R_V-Y,DEA3	146.06 	148.44 	142.8 	146.25 	148.14 	140.54 	144.71 	135.28 	140.28 	142.84 
A,RT,F,Y_LT65,A-R_V-Y,DEA4	139.41 	136.63 	135.03 	136.03 	135.99 	133.11 	128.88 	127.19 	124.16 	128.53 
A,RT,F,Y_LT65,A-R_V-Y,DEA5	160.74 	167.91 	159.19 	164.72 	156.7 	156.02 	160.25 	152.85 	154.83 	158.78 
A,RT,F,Y_LT65,A-R_V-Y,DEB	140.6 	145.79 	140.19 	134.36 	135.96 	138.71 	139.03 	136.65 	137.41 	134.84 
A,RT,F,Y_LT65,A-R_V-Y,DEB1	147.27 	142.24 	144.74 	134.93 	147.21 	143.63 	140.9 	144.56 	137.13 	145.66 
A,RT,F,Y_LT65,A-R_V-Y,DEB2	126.69 	139.44 	137.24 	144.92 	136.49 	147.64 	144.36 	118.46 	140.46 	119.14 
A,RT,F,Y_LT65,A-R_V-Y,DEB3	139.16 	149.92 	137.66 	131.32 	127.67 	132.89 	136.38 	135.35 	136.84 	130.98 
A,RT,F,Y_LT65,A-R_V-Y,DEC	155.83 	155.95 	167.44 	163.33 	157.18 	162.31 	166.46 	150.46 	152.16 	159.52 
A,RT,F,Y_LT65,A-R_V-Y,DEC0	155.83 	155.95 	167.44 	163.33 	157.18 	162.31 	166.46 	150.46 	152.16 	159.52 
A,RT,F,Y_LT65,A-R_V-Y,DED	128.52 	130.02 	123.16 	127.38 	126.48 	122.35 	122.84 	126.56 	122.51 	135.22 
A,RT,F,Y_LT65,A-R_V-Y,DED2	118.26 	125.41 	121.67 	120.56 	120.31 	111.28 	111.49 	117.41 	111.69 	122.74 
A,RT,F,Y_LT65,A-R_V-Y,DED4	127.52 	136.8 	123.63 	128.57 	126.39 	122.06 	132.46 	129.36 	130.03 	147.32 
A,RT,F,Y_LT65,A-R_V-Y,DED5	146.99 	128.11 	126 	136.8 	136.14 	139.84 	127.2 	137.5 	128.22 	138.18 
A,RT,F,Y_LT65,A-R_V-Y,DEE	151.03 	155.03 	140.88 	155.72 	149.6 	155.55 	150.28 	152.11 	150.25 	166.77 
A,RT,F,Y_LT65,A-R_V-Y,DEE0	151.03 	155.03 	140.88 	155.72 	149.6 	155.55 	150.28 	152.11 	150.25 	166.77 
A,RT,F,Y_LT65,A-R_V-Y,DEF	157.76 	148.24 	151.93 	149 	148.88 	147.31 	149.03 	141.48 	140.24 	146.87 
A,RT,F,Y_LT65,A-R_V-Y,DEF0	157.76 	148.24 	151.93 	149 	148.88 	147.31 	149.03 	141.48 	140.24 	146.87 
A,RT,F,Y_LT65,A-R_V-Y,DEG	131.12 	121.06 	128.92 	132.46 	132.49 	136.02 	138.52 	133.46 	125.54 	153.53 
A,RT,F,Y_LT65,A-R_V-Y,DEG0	131.12 	121.06 	128.92 	132.46 	132.49 	136.02 	138.52 	133.46 	125.54 	153.53 
A,RT,F,Y_LT65,A-R_V-Y,DK	157.36 	151.27 	147.82 	147.05 	146.62 	133.92 	135.41 	126.11 	125.33 	124.86 
A,RT,F,Y_LT65,A-R_V-Y,DK0	156.73 	150.54 	147.2 	146.43 	146.01 	133.19 	134.49 	125.5 	125.2 	124.16 
A,RT,F,Y_LT65,A-R_V-Y,DK01	156.88 	154.5 	142.61 	150.09 	138.41 	132.97 	122.58 	113.01 	111.13 	113.14 
A,RT,F,Y_LT65,A-R_V-Y,DK02	168 	162.29 	177.09 	162.96 	166.32 	155.19 	138.15 	147.24 	137.58 	147.62 
A,RT,F,Y_LT65,A-R_V-Y,DK03	160.14 	150.27 	149.36 	145.21 	141.21 	133.53 	137.99 	132.41 	133.06 	122.95 
A,RT,F,Y_LT65,A-R_V-Y,DK04	149.65 	142.88 	135.8 	131.74 	142.05 	124.96 	139.7 	116.5 	123.66 	113.99 
A,RT,F,Y_LT65,A-R_V-Y,DK05	150.89 	139.71 	137.68 	151.08 	158.23 	125.06 	146.7 	137.19 	135.97 	150.94 
A,RT,F,Y_LT65,A-R_V-Y,EE	182.03 	181.01 	171.12 	171.31 	169.97 	157.27 	147.29 	147.3 	156.47 	165.25 
A,RT,F,Y_LT65,A-R_V-Y,EE0	182.03 	181.01 	171.12 	171.31 	169.97 	157.27 	147.29 	147.3 	156.47 	165.25 
A,RT,F,Y_LT65,A-R_V-Y,EE00	182.03 	181.01 	171.12 	171.31 	169.97 	157.27 	147.29 	147.3 	156.47 	165.25 
A,RT,F,Y_LT65,A-R_V-Y,EL	117.19 	114.49 	113.27 	112.94 	118.31 	113.96 	109.6 	110.51 	116.62 	131.8 
A,RT,F,Y_LT65,A-R_V-Y,EL3	125.69 	118.57 	121.72 	120.51 	124.71 	122.98 	116.82 	116.54 	125.97 	138.56 
A,RT,F,Y_LT65,A-R_V-Y,EL30	125.69 	118.57 	121.72 	120.51 	124.71 	122.98 	116.82 	116.54 	125.97 	138.56 
A,RT,F,Y_LT65,A-R_V-Y,EL4	104.32 	97.99 	104.7 	96.8 	107.49 	104.72 	94.37 	100.99 	104.56 	107.02 
A,RT,F,Y_LT65,A-R_V-Y,EL41	107.69 	104.94 	114.38 	81.64 	117.4 	111.25 	85.07 	103.99 	100.57 	99.51 
A,RT,F,Y_LT65,A-R_V-Y,EL42	100.3 	89.76 	99.68 	99.9 	103.38 	91.32 	91.31 	99.07 	112.64 	99.77 
A,RT,F,Y_LT65,A-R_V-Y,EL43	105.21 	100.77 	104.52 	100.23 	106.76 	110.15 	99.15 	101 	101.24 	113.11 
A,RT,F,Y_LT65,A-R_V-Y,EL5	: 	121.29 	111.67 	111.21 	115.87 	112.24 	111.03 	108.63 	117.95 	135.87 
A,RT,F,Y_LT65,A-R_V-Y,EL51	: 	142.95 	136.04 	112.65 	128.06 	126.44 	120.95 	124.81 	135.5 	145.34 
A,RT,F,Y_LT65,A-R_V-Y,EL52	: 	116.39 	112.07 	113.96 	116.27 	115.44 	114.5 	111.15 	121.16 	141.89 
A,RT,F,Y_LT65,A-R_V-Y,EL53	: 	122.46 	94.73 	108.74 	121.95 	102.2 	89.81 	93.12 	104.02 	110.71 
A,RT,F,Y_LT65,A-R_V-Y,EL54	: 	108.93 	80.68 	94.27 	87.91 	76.94 	91.45 	77.4 	79.38 	104.7 
A,RT,F,Y_LT65,A-R_V-Y,EL6	: 	106.13 	104.77 	108.44 	114.36 	105.04 	101.47 	107.24 	104.9 	127.48 
A,RT,F,Y_LT65,A-R_V-Y,EL61	: 	93.65 	105.81 	100.35 	108.44 	94.67 	97.42 	97.48 	109.15 	124.1 
A,RT,F,Y_LT65,A-R_V-Y,EL62	: 	100.87 	117.41 	110.56 	120.68 	114.5 	114.78 	119.57 	100.47 	117.47 
A,RT,F,Y_LT65,A-R_V-Y,EL63	: 	124.85 	93.21 	107.62 	119.26 	106.68 	112.35 	116.71 	106.58 	123.24 
A,RT,F,Y_LT65,A-R_V-Y,EL64	: 	100.97 	106.28 	101.16 	118.19 	105.42 	91.99 	107.61 	94.17 	133.85 
A,RT,F,Y_LT65,A-R_V-Y,EL65	: 	108 	110.98 	125.96 	110.48 	111.92 	98.17 	104.15 	110.21 	134.93 
A,RT,F,Y_LT65,A-R_V-Y,ES	103.08 	102.22 	100.7 	101.1 	98.69 	99.68 	98.4 	96.54 	103.92 	100.12 
A,RT,F,Y_LT65,A-R_V-Y,ES1	107.36 	107.13 	106.02 	106.91 	105.7 	104.79 	105.49 	106.11 	105.26 	104.18 
A,RT,F,Y_LT65,A-R_V-Y,ES11	102.21 	104.75 	101.74 	106.4 	106.57 	103.84 	103.26 	101.72 	102.48 	103.03 
A,RT,F,Y_LT65,A-R_V-Y,ES12	121.68 	112.31 	120.23 	108.33 	105.71 	107.35 	117.14 	114.12 	112.25 	113.79 
A,RT,F,Y_LT65,A-R_V-Y,ES13	104.24 	106.98 	99.3 	105.08 	101.58 	103.45 	92.38 	109.84 	104.45 	92.55 
A,RT,F,Y_LT65,A-R_V-Y,ES2	96.9 	98.72 	100.61 	101.99 	94.56 	96.18 	95.62 	94.26 	98.42 	100.39 
A,RT,F,Y_LT65,A-R_V-Y,ES21	98.98 	102.95 	105.64 	106.75 	96.13 	99.83 	103.12 	93.02 	99.44 	99.79 
A,RT,F,Y_LT65,A-R_V-Y,ES22	89.72 	89.88 	97.3 	90.17 	94.55 	83.55 	82.56 	88.75 	94.85 	91.77 
A,RT,F,Y_LT65,A-R_V-Y,ES23	98.75 	99.31 	83.76 	95.01 	95.52 	94.88 	91.34 	98.25 	102.19 	104.18 
A,RT,F,Y_LT65,A-R_V-Y,ES24	96.18 	94.96 	96.95 	100.68 	91.54 	95.89 	90.15 	97.93 	97.85 	104.19 
A,RT,F,Y_LT65,A-R_V-Y,ES3	95.16 	92.02 	91.9 	91.85 	86.77 	89.18 	85.4 	85.89 	98.13 	85.13 
A,RT,F,Y_LT65,A-R_V-Y,ES30	95.16 	92.02 	91.9 	91.85 	86.77 	89.18 	85.4 	85.89 	98.13 	85.13 
A,RT,F,Y_LT65,A-R_V-Y,ES4	99.18 	98.33 	93.85 	92.04 	93.89 	96.51 	93.49 	91.77 	101.94 	93.19 
A,RT,F,Y_LT65,A-R_V-Y,ES41	98.2 	101.52 	98.66 	93.82 	93.37 	98.79 	96.32 	92.05 	100.04 	90.49 
A,RT,F,Y_LT65,A-R_V-Y,ES42	92.91 	87.87 	86.89 	87.54 	89.33 	94.33 	88.78 	89.09 	104.25 	89.86 
A,RT,F,Y_LT65,A-R_V-Y,ES43	113.69 	109.66 	95.98 	96.84 	103.03 	95.77 	95.91 	95.79 	102.89 	106.08 
A,RT,F,Y_LT65,A-R_V-Y,ES5	103.43 	100.96 	100.45 	99.62 	98.22 	99.21 	97.18 	94.25 	104.23 	98.99 
A,RT,F,Y_LT65,A-R_V-Y,ES51	102.28 	97.63 	97.9 	97.05 	94.54 	94.1 	94.43 	90.24 	103.59 	95.93 
A,RT,F,Y_LT65,A-R_V-Y,ES52	104.3 	106.08 	105.27 	104.18 	104.15 	106.34 	101.02 	100.05 	107.62 	105.5 
A,RT,F,Y_LT65,A-R_V-Y,ES53	107.41 	100.65 	96.11 	96.05 	96 	101.69 	98.09 	94.71 	93.9 	90.23 
A,RT,F,Y_LT65,A-R_V-Y,ES6	106.44 	108.09 	104.32 	105.97 	103.68 	104.35 	105.39 	102.97 	108.76 	110.3 
A,RT,F,Y_LT65,A-R_V-Y,ES61	109.07 	108.53 	104.29 	107.58 	102.56 	105.61 	106.25 	103.68 	109.63 	111.35 
A,RT,F,Y_LT65,A-R_V-Y,ES62	89.34 	100.1 	101.21 	93.16 	107.49 	94.89 	95.26 	94.2 	97.86 	101.57 
A,RT,F,Y_LT65,A-R_V-Y,ES63	98.79 	158.69 	134.87 	98.78 	98.57 	134.83 	145.24 	123.69 	142.11 	150.01 
A,RT,F,Y_LT65,A-R_V-Y,ES64	128.23 	145.95 	134.26 	154.67 	146.68 	98.34 	149.84 	163.57 	183.79 	116.49 
A,RT,F,Y_LT65,A-R_V-Y,ES7	120.88 	118.37 	114.49 	122.86 	117.35 	115.54 	113.53 	108.11 	109.66 	113.31 
A,RT,F,Y_LT65,A-R_V-Y,ES70	120.88 	118.37 	114.49 	122.86 	117.35 	115.54 	113.53 	108.11 	109.66 	113.31 
A,RT,F,Y_LT65,A-R_V-Y,EU27_2020	145.62 	143.14 	138.93 	139.84 	136.8 	135.24 	134.72 	130.97 	135.99 	143.94 
A,RT,F,Y_LT65,A-R_V-Y,EU28	145.73 	143.21 	139.44 	140.32 	138.21 	136.17 	: 	: 	: 	: 
A,RT,F,Y_LT65,A-R_V-Y,FI	132.89 	126.8 	121.07 	114.79 	114.96 	117.33 	116.64 	111.12 	109.16 	113.01 
A,RT,F,Y_LT65,A-R_V-Y,FI1	132.63 	126.78 	120.42 	114.42 	114.64 	116.85 	116.17 	110.43 	109.19 	112.71 
A,RT,F,Y_LT65,A-R_V-Y,FI19	135.79 	124.67 	125.28 	111.78 	112.57 	113.16 	117.32 	106.42 	103.37 	114.76 
A,RT,F,Y_LT65,A-R_V-Y,FI1B	128.55 	117.25 	115.54 	112.99 	108.48 	112.19 	106.7 	105.93 	101.79 	111.02 
A,RT,F,Y_LT65,A-R_V-Y,FI1C	137.2 	136.82 	122 	125.06 	118.78 	126.92 	119.74 	109.06 	124.6 	112.82 
A,RT,F,Y_LT65,A-R_V-Y,FI1D	130.75 	132.14 	121.01 	109.52 	121.22 	118.7 	125.53 	124.17 	112.74 	113.46 
A,RT,F,Y_LT65,A-R_V-Y,FI2	118.02 	37.14 	108.75 	137.15 	104.73 	117.3 	93.19 	90.91 	62.1 	91.75 
A,RT,F,Y_LT65,A-R_V-Y,FI20	118.02 	37.14 	108.75 	137.15 	104.73 	117.3 	93.19 	90.91 	62.1 	91.75 
A,RT,F,Y_LT65,A-R_V-Y,FR	131.54 	129.32 	127.13 	127.29 	126.72 	127.13 	126.57 	124.56 	125.58 	125.66 
A,RT,F,Y_LT65,A-R_V-Y,FR1	120.22 	118.45 	115.39 	114.7 	111.59 	113.87 	112.77 	108.62 	116.43 	110.92 
A,RT,F,Y_LT65,A-R_V-Y,FR10	120.22 	118.45 	115.39 	114.7 	111.59 	113.87 	112.77 	108.62 	116.43 	110.92 
A,RT,F,Y_LT65,A-R_V-Y,FRB	131.26 	131.19 	126.3 	131.61 	132.46 	131.68 	131.46 	129.58 	132.01 	128.01 
A,RT,F,Y_LT65,A-R_V-Y,FRB0	131.26 	131.19 	126.3 	131.61 	132.46 	131.68 	131.46 	129.58 	132.01 	128.01 
A,RT,F,Y_LT65,A-R_V-Y,FRC	134.74 	134.21 	132.57 	132.5 	130.57 	130.37 	133.18 	128.23 	127.58 	125.37 
A,RT,F,Y_LT65,A-R_V-Y,FRC1	137.41 	141.14 	134.47 	131.87 	128.14 	137.18 	133.89 	131.81 	134.94 	123.38 
A,RT,F,Y_LT65,A-R_V-Y,FRC2	130.43 	124.34 	129.84 	133.24 	133.97 	120.78 	131.88 	123.28 	117.19 	128.18 
A,RT,F,Y_LT65,A-R_V-Y,FRD	143.09 	137.93 	145.17 	139.78 	137.78 	136.96 	139.55 	137.94 	140.58 	142.04 
A,RT,F,Y_LT65,A-R_V-Y,FRD1	136.39 	133.52 	142.31 	131.89 	129.4 	126 	136.08 	131.04 	133.61 	144 
A,RT,F,Y_LT65,A-R_V-Y,FRD2	148.48 	141.28 	147.36 	146.33 	144.35 	145.47 	142.27 	143.46 	146.21 	140.26 
A,RT,F,Y_LT65,A-R_V-Y,FRE	167.15 	158.72 	155.99 	158.18 	153.52 	159.39 	153.65 	151.1 	149.4 	151.77 
A,RT,F,Y_LT65,A-R_V-Y,FRE1	169.61 	162.46 	158.55 	158.85 	158.1 	159.28 	159.89 	153.66 	148.5 	153.95 
A,RT,F,Y_LT65,A-R_V-Y,FRE2	162.39 	151.14 	150.96 	157.13 	144.11 	159.99 	141.11 	145.96 	151.51 	147.48 
A,RT,F,Y_LT65,A-R_V-Y,FRF	138.49 	140.02 	133.06 	134.68 	132.79 	136.02 	134.88 	130.33 	133.23 	133.73 
A,RT,F,Y_LT65,A-R_V-Y,FRF1	120.94 	123.49 	115.9 	119.76 	116.07 	116.76 	118.03 	110.79 	117.73 	118.4 
A,RT,F,Y_LT65,A-R_V-Y,FRF2	152.73 	162.17 	145.96 	149.77 	152.84 	159.18 	148.6 	147.77 	149.11 	146.41 
A,RT,F,Y_LT65,A-R_V-Y,FRF3	144.16 	140.54 	139.65 	138.24 	134.98 	138.92 	140.91 	136.85 	137.3 	139.73 
A,RT,F,Y_LT65,A-R_V-Y,FRG	122.99 	115.49 	115.89 	113.13 	117.83 	113.9 	117.8 	117.4 	115.78 	117.75 
A,RT,F,Y_LT65,A-R_V-Y,FRG0	122.99 	115.49 	115.89 	113.13 	117.83 	113.9 	117.8 	117.4 	115.78 	117.75 
A,RT,F,Y_LT65,A-R_V-Y,FRH	133.05 	134.09 	122.02 	132.38 	134.01 	129.92 	131.66 	126.03 	135.57 	125.13 
A,RT,F,Y_LT65,A-R_V-Y,FRH0	133.05 	134.09 	122.02 	132.38 	134.01 	129.92 	131.66 	126.03 	135.57 	125.13 
A,RT,F,Y_LT65,A-R_V-Y,FRI	130.1 	130.09 	126.66 	127.27 	125.91 	125.61 	126.37 	126.22 	120.17 	120.6 
A,RT,F,Y_LT65,A-R_V-Y,FRI1	130.12 	122.83 	128.14 	125.69 	121.06 	125.67 	120.33 	122.05 	118.59 	114.04 
A,RT,F,Y_LT65,A-R_V-Y,FRI2	132.96 	128.55 	123.12 	133.18 	126.34 	119.18 	127.06 	129.84 	118.59 	129.33 
A,RT,F,Y_LT65,A-R_V-Y,FRI3	129.01 	144.28 	125.5 	128.1 	135.78 	127.92 	138.03 	133.66 	124.14 	130.1 
A,RT,F,Y_LT65,A-R_V-Y,FRJ	130.3 	123.85 	126.07 	124.13 	124.94 	123.67 	127.17 	121.04 	119.46 	122.99 
A,RT,F,Y_LT65,A-R_V-Y,FRJ1	134.8 	131.65 	135.15 	131.79 	134.21 	130.48 	136.45 	127.87 	125.5 	131.82 
A,RT,F,Y_LT65,A-R_V-Y,FRJ2	126.12 	116.64 	117.57 	116.93 	116.21 	117.32 	118.43 	114.59 	113.82 	114.77 
A,RT,F,Y_LT65,A-R_V-Y,FRK	113.45 	112.72 	113.8 	110.94 	109.4 	113.1 	108.39 	110.58 	109.43 	105.94 
A,RT,F,Y_LT65,A-R_V-Y,FRK1	131.79 	131.26 	122.71 	118 	130.4 	133.84 	131.18 	125.99 	125.19 	129.94 
A,RT,F,Y_LT65,A-R_V-Y,FRK2	109.19 	108.43 	111.8 	109.4 	104.72 	108.44 	103.42 	107.26 	105.88 	100.87 
A,RT,F,Y_LT65,A-R_V-Y,FRL	126.1 	127.2 	117.47 	119.85 	122.04 	120.66 	118.96 	122.45 	117.12 	122.71 
A,RT,F,Y_LT65,A-R_V-Y,FRL0	126.1 	127.2 	117.47 	119.85 	122.04 	120.66 	118.96 	122.45 	117.12 	122.71 
A,RT,F,Y_LT65,A-R_V-Y,FRM	118.23 	128.82 	115.06 	116.31 	113.8 	98.08 	87.76 	125.65 	96.2 	105.78 
A,RT,F,Y_LT65,A-R_V-Y,FRM0	118.23 	128.82 	115.06 	116.31 	113.8 	98.08 	87.76 	125.65 	96.2 	105.78 
A,RT,F,Y_LT65,A-R_V-Y,FRY	: 	125.73 	144.44 	139.66 	153.98 	150.08 	150.14 	150.02 	162.18 	187.69 
A,RT,F,Y_LT65,A-R_V-Y,FRY1	157.05 	130.37 	159.57 	114.22 	146.07 	138.96 	146.15 	155.79 	179.83 	212.71 
A,RT,F,Y_LT65,A-R_V-Y,FRY2	108.7 	135.09 	135.79 	136.85 	150.28 	132.53 	143.58 	134.8 	145.92 	213.66 
A,RT,F,Y_LT65,A-R_V-Y,FRY3	138.23 	171.35 	170.19 	187.34 	190.03 	190.47 	162.86 	167.4 	162.29 	203.63 
A,RT,F,Y_LT65,A-R_V-Y,FRY4	137.31 	128.63 	127.59 	130.88 	138.36 	131.12 	131.52 	124.75 	133.98 	133.01 
A,RT,F,Y_LT65,A-R_V-Y,FRY5	: 	: 	192.8 	238.68 	245.75 	312.58 	260.97 	300.9 	361.86 	383.06 
A,RT,F,Y_LT65,A-R_V-Y,HR	160.71 	159.49 	157.65 	163.07 	146.74 	154.08 	149.65 	147.84 	154.07 	176.31 
A,RT,F,Y_LT65,A-R_V-Y,HR0	160.11 	158.82 	157.27 	162.59 	146.4 	153.67 	149.17 	147.42 	153.66 	176.07 
A,RT,F,Y_LT65,A-R_V-Y,HR02	: 	: 	: 	: 	: 	: 	: 	: 	182.98 	207.43 
A,RT,F,Y_LT65,A-R_V-Y,HR03	142.66 	141.3 	143.74 	153.1 	135.89 	145.91 	138.95 	132.66 	135.97 	153.78 
A,RT,F,Y_LT65,A-R_V-Y,HR04	168.89 	167.76 	164.12 	167.53 	151.71 	157.65 	154.34 p	: 	: 	: 
A,RT,F,Y_LT65,A-R_V-Y,HR05	: 	: 	: 	: 	: 	: 	: 	: 	141.45 	168.44 
A,RT,F,Y_LT65,A-R_V-Y,HR06	: 	: 	: 	: 	: 	: 	: 	: 	160.47 	180.45 
A,RT,F,Y_LT65,A-R_V-Y,HU	245.26 	237.93 	233.86 	240.89 	224.77 	227.99 	221.51 	215.53 	226.17 	273.07 
A,RT,F,Y_LT65,A-R_V-Y,HU1	231.3 	228.99 	209.88 	223.79 	203.27 	206.99 	197.24 	193.91 	205.42 	242.39 
A,RT,F,Y_LT65,A-R_V-Y,HU11	222.96 	224.36 	204.86 	209.33 	195.98 	194.25 	185.17 	185.57 	197.38 	233.86 
A,RT,F,Y_LT65,A-R_V-Y,HU12	243.79 	236.47 	216.45 	244.79 	213.51 	225.58 	213.81 	205.11 	216.34 	253.35 
A,RT,F,Y_LT65,A-R_V-Y,HU2	234.26 	230.14 	236.93 	236.06 	218.67 	218.23 	222.49 	205.33 	224.36 	264.15 
A,RT,F,Y_LT65,A-R_V-Y,HU21	235.51 	231.75 	234.96 	242.46 	234.73 	223.43 	230.36 	207.88 	227.27 	276.86 
