freq,unit,sex,age,icd10,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,RT,T,Y_GE65,A-R_V-Y,RO22	6523.1 	6216.54 	6274.37 	6255.78 	6031.14 	6159.42 	6134.84 	5952.18 	6572.53 	7782.52 
A,RT,T,Y_GE65,A-R_V-Y,RO3	6505.89 	6064.15 	6103.06 	6142.95 	6007.07 	5958.04 	5965.25 	5754.78 	6641.83 	7744.76 
A,RT,T,Y_GE65,A-R_V-Y,RO31	6712.95 	6301.56 	6332.67 	6308.83 	6126.49 	6062.63 	5984.35 	5802.95 	6674.73 	7745.87 
A,RT,T,Y_GE65,A-R_V-Y,RO32	6180.21 	5703.97 	5738.08 	5875.76 	5805.36 	5783.89 	5922.26 	5666.83 	6579.49 	7737.08 
A,RT,T,Y_GE65,A-R_V-Y,RO4	6908.33 	6484.22 	6501.12 	6614 	6173.81 	6148.67 	5928.24 	5768.77 	6457.34 	7582.42 
A,RT,T,Y_GE65,A-R_V-Y,RO41	6853.57 	6330.13 	6457.5 	6407.81 	5910.12 	5827.33 	5664.91 	5529.66 	6053.29 	7179.4 
A,RT,T,Y_GE65,A-R_V-Y,RO42	6978.55 	6683.79 	6555.85 	6887.31 	6523.86 	6583.48 	6284.39 	6090.14 	6996.52 	8095.11 
A,RT,T,Y_GE65,A-R_V-Y,RS	7541.83 	7147.93 	7013.27 	7071.04 	6731.8 	6833.94 	6596.5 	6445.49 	7328.88 	8707.26 
A,RT,T,Y_GE65,A-R_V-Y,RS1	: 	: 	: 	: 	: 	: 	: 	6388.7 	7249.88 	8502.39 
A,RT,T,Y_GE65,A-R_V-Y,RS11	: 	: 	: 	: 	: 	: 	: 	6056.24 	7039.33 	8294.06 
A,RT,T,Y_GE65,A-R_V-Y,RS12	: 	: 	: 	: 	: 	: 	: 	6689.57 	7435.33 	8679.03 
A,RT,T,Y_GE65,A-R_V-Y,RS2	: 	: 	: 	: 	: 	: 	: 	6502.84 	7398.28 	8899.55 
A,RT,T,Y_GE65,A-R_V-Y,RS21	: 	: 	: 	: 	: 	: 	: 	6370.78 	7228.33 	8715.8 
A,RT,T,Y_GE65,A-R_V-Y,RS22	: 	: 	: 	: 	: 	: 	: 	6668.59 	7609.77 	9129.65 
A,RT,T,Y_GE65,A-R_V-Y,SE	4388.92 	4254.99 	4127.8 	4159.79 	4098.61 	4092.84 	4043.84 	3820.44 	4226.08 	3828.08 
A,RT,T,Y_GE65,A-R_V-Y,SE1	4208.71 	4082.19 	4011.82 	4013.5 	3991.85 	3931.24 	3976.47 	3689.65 	4250.52 	3646.32 
A,RT,T,Y_GE65,A-R_V-Y,SE11	4050.3 	3912.32 	3953.93 	3933.59 	3877.9 	3790.4 	3846.18 	3569.39 	4322.24 	3455.35 
A,RT,T,Y_GE65,A-R_V-Y,SE12	4373.72 	4260.56 	4071.73 	4097.57 	4108.95 	4076.1 	4109.46 	3814.22 	4178.11 	3842.52 
A,RT,T,Y_GE65,A-R_V-Y,SE2	4344.41 	4218.63 	4052.43 	4069.02 	4029.64 	4068.36 	4035.16 	3796.36 	4123.54 	3802.55 
A,RT,T,Y_GE65,A-R_V-Y,SE21	4294.26 	4148.22 	3980.6 	4071.82 	3937.11 	4064.52 	4001.35 	3660.34 	4119.91 	3705.68 
A,RT,T,Y_GE65,A-R_V-Y,SE22	4399.27 	4282.22 	4082.8 	4076.88 	4078.75 	4036.1 	4070.09 	3812.43 	4145.25 	3910.57 
A,RT,T,Y_GE65,A-R_V-Y,SE23	4327.62 	4203.39 	4064.06 	4060.5 	4038.13 	4093.98 	4025.58 	3851.16 	4107.59 	3766.75 
A,RT,T,Y_GE65,A-R_V-Y,SE3	4775.2 	4609.24 	4448.73 	4577.74 	4398.02 	4397.22 	4325.1 	4149.13 	4398.36 	4188.23 
A,RT,T,Y_GE65,A-R_V-Y,SE31	4714.61 	4507.15 	4279.2 	4486.16 	4307.47 	4289.61 	4180.19 	4023.38 	4301.91 	4051.89 
A,RT,T,Y_GE65,A-R_V-Y,SE32	4779.89 	4706.09 	4690.91 	4766.59 	4516.06 	4608.26 	4471.73 	4276.24 	4706.02 	4327.94 
A,RT,T,Y_GE65,A-R_V-Y,SE33	4887.33 	4715.93 	4556.05 	4593.34 	4464.82 	4427.6 	4472.15 	4273.01 	4334.53 	4330.53 
A,RT,T,Y_GE65,A-R_V-Y,SI	4705.3 	4623.26 	4431.59 	4517.48 	4448.38 	4429.88 	4349.36 	4257.77 	5014.73 	4667.14 
A,RT,T,Y_GE65,A-R_V-Y,SI0	4692.99 	4608.7 	4411.53 	4491.45 	4420.58 	4392.33 	4325.24 	4217.77 	4967.36 	4626.52 
A,RT,T,Y_GE65,A-R_V-Y,SI03	: 	4974.17 	4752.54 	4876.5 	4804.44 	4741.63 	4683.34 	4532.08 	5432.92 	5063.61 
A,RT,T,Y_GE65,A-R_V-Y,SI04	: 	4201.8 	4033.97 	4066.84 	4011.41 	4007.27 	3943.59 	3879.03 	4466.72 	4150.85 
A,RT,T,Y_GE65,A-R_V-Y,SK	6162.33 	5975.98 	5683.84 	5839.68 	5584.88 	5641.91 	5507.15 	5243.07 	5802.43 	7078.57 
A,RT,T,Y_GE65,A-R_V-Y,SK0	6153.43 	5960.33 	5669.29 	5826.11 	5571.62 	5628.89 	5546.44 	5252.25 	5790.81 	7060.75 
A,RT,T,Y_GE65,A-R_V-Y,SK01	5485.08 	5532.26 	5191.48 	5247.16 	5124.81 	5214.06 	5187.05 	4852.66 	5148.77 	6086.51 
A,RT,T,Y_GE65,A-R_V-Y,SK02	6264.8 	6103.83 	5833.67 	5955 	5816.71 	5841.63 	5783.91 	5327.47 	6005.59 	7252.01 
A,RT,T,Y_GE65,A-R_V-Y,SK03	6240.09 	6073.85 	5693.07 	5913.83 	5613.67 	5740.85 	5605.31 	5472.97 	5829.17 	7281.32 
A,RT,T,Y_GE65,A-R_V-Y,SK04	6238.36 	5873.23 	5658.17 	5844.05 	5409.77 	5429.39 	5343.57 	5135.83 	5774.18 	7099.48 
A,RT,T,Y_GE65,A-R_V-Y,TR	4590.37 d	4922.41 d	5088.79 d	5124.42 d	5213.62 d	5207.51 d	4969.46 d	4860.76 d	5723.08 d	6244.16 d
A,RT,T,Y_GE65,A-R_V-Y,TR1	5421.63 d	4985.37 d	5168.79 d	5176.89 d	5238.58 d	5135.38 d	5755.17 d	3939.54 d	4576.43 d	5596.19 d
A,RT,T,Y_GE65,A-R_V-Y,TR10	5421.63 d	4985.37 d	5168.79 d	5176.89 d	5238.58 d	5135.38 d	5755.17 d	3939.54 d	4576.43 d	5596.19 d
A,RT,T,Y_GE65,A-R_V-Y,TR2	4794.01 d	5330.24 d	5534.25 d	5630.71 d	5546.63 d	5554.92 d	6102.83 d	4209.09 d	4363.94 d	6068.76 d
A,RT,T,Y_GE65,A-R_V-Y,TR21	4904.55 d	5364.85 d	5674.15 d	5675.9 d	5541.23 d	5512.83 d	6159.08 d	4263.45 d	4536.91 d	6056.39 d
A,RT,T,Y_GE65,A-R_V-Y,TR22	4715.52 d	5305.99 d	5433.89 d	5599.09 d	5552.12 d	5586.39 d	6062.24 d	4168.4 d	4235.96 d	6074.77 d
A,RT,T,Y_GE65,A-R_V-Y,TR3	4814.67 d	5018.65 d	5130.32 d	5301.13 d	5362.44 d	5265.59 d	5798.59 d	4093.69 d	4470.62 d	5665.22 d
A,RT,T,Y_GE65,A-R_V-Y,TR31	4981.17 d	4925.6 d	5025.11 d	5098.83 d	5297.11 d	5166.88 d	5751.75 d	4004.14 d	4176.42 d	5490.89 d
A,RT,T,Y_GE65,A-R_V-Y,TR32	4208.46 d	4647.63 d	4646.71 d	4938.73 d	4963.5 d	4897.67 d	5331.04 d	3801.75 d	4126.25 d	5323.93 d
A,RT,T,Y_GE65,A-R_V-Y,TR33	5201.02 d	5500.07 d	5762.66 d	5939.12 d	5858.01 d	5775.47 d	6352.63 d	4514.28 d	5225.95 d	6278.62 d
A,RT,T,Y_GE65,A-R_V-Y,TR4	5143.46 d	5410.93 d	5599.47 d	5614.87 d	5659.78 d	5565.36 d	6178.89 d	4285.54 d	4694.73 d	6268.23 d
A,RT,T,Y_GE65,A-R_V-Y,TR41	5412.5 d	5634.1 d	5835.88 d	5833.58 d	5779.77 d	5692.71 d	6227.84 d	4310.24 d	4809.49 d	6218.03 d
A,RT,T,Y_GE65,A-R_V-Y,TR42	4829.87 d	5151.1 d	5325.67 d	5364.36 d	5521.98 d	5419.54 d	6121.21 d	4259.81 d	4561.94 d	6326.67 d
A,RT,T,Y_GE65,A-R_V-Y,TR5	4830.85 d	4890.92 d	5023.21 d	5024.59 d	5075.71 d	5054.17 d	5665.22 d	3862.19 d	4846.95 d	5570.26 d
A,RT,T,Y_GE65,A-R_V-Y,TR51	4952.48 d	4850.1 d	4918.44 d	4945.36 d	4994.51 d	4960.41 d	5626.11 d	3806.36 d	4710.97 d	5277.3 d
A,RT,T,Y_GE65,A-R_V-Y,TR52	4583.24 d	4970.16 d	5226.26 d	5188.95 d	5236.23 d	5241.34 d	5741.05 d	3971.23 d	5118.35 d	6174.37 d
A,RT,T,Y_GE65,A-R_V-Y,TR6	4401.97 d	4886.27 d	4888.81 d	4947.78 d	5107.33 d	4923.36 d	5536.53 d	3949.23 d	4460.77 d	5707.2 d
A,RT,T,Y_GE65,A-R_V-Y,TR61	4568.58 d	4895.4 d	4785.08 d	4837.32 d	4905.52 d	4799.33 d	5369.26 d	3753.31 d	3980 d	5396.26 d
A,RT,T,Y_GE65,A-R_V-Y,TR62	4407.36 d	5011.78 d	4963.14 d	5096.44 d	5358.33 d	4966.3 d	5732.78 d	4136.87 d	4630.78 d	5901.99 d
A,RT,T,Y_GE65,A-R_V-Y,TR63	4213.68 d	4715.74 d	4909.08 d	4882.8 d	5023.56 d	5007.84 d	5476.25 d	3930.14 d	4813.27 d	5826.29 d
A,RT,T,Y_GE65,A-R_V-Y,TR7	4522.17 d	5153.27 d	5335.9 d	5361.14 d	5419.12 d	5268.1 d	5642.79 d	3992.18 d	4726.87 d	5945.54 d
A,RT,T,Y_GE65,A-R_V-Y,TR71	4940.24 d	5081.39 d	5298.37 d	5176.19 d	5311.69 d	5313.63 d	5656.95 d	4025.51 d	4677.39 d	5847.09 d
A,RT,T,Y_GE65,A-R_V-Y,TR72	4240.62 d	5200.68 d	5356.11 d	5484.46 d	5490.64 d	5238.94 d	5636.74 d	3970.53 d	4760.78 d	6009.32 d
A,RT,T,Y_GE65,A-R_V-Y,TR8	4389.91 d	5104.73 d	5284.35 d	5200.74 d	5287.43 d	5189.5 d	5688.38 d	4062.97 d	4468.32 d	5993.54 d
A,RT,T,Y_GE65,A-R_V-Y,TR81	5606.83 d	5342.01 d	5453.7 d	5368.71 d	5499.64 d	5426.11 d	6087.64 d	4243.65 d	4272.15 d	6107.01 d
A,RT,T,Y_GE65,A-R_V-Y,TR82	4166.08 d	4795.05 d	5054.16 d	5117.19 d	5085.1 d	5141.77 d	5689.87 d	3932.98 d	4539.63 d	5951.13 d
A,RT,T,Y_GE65,A-R_V-Y,TR83	4037.4 d	5147.55 d	5318.58 d	5175.04 d	5293.09 d	5124.71 d	5543 d	4048.5 d	4508.65 d	5970.51 d
A,RT,T,Y_GE65,A-R_V-Y,TR9	3762.56 d	4180.83 d	4413.3 d	4414.91 d	4452.84 d	4551.65 d	4921.84 d	3509.15 d	3820.73 d	5265.23 d
A,RT,T,Y_GE65,A-R_V-Y,TR90	3762.56 d	4180.83 d	4413.3 d	4414.91 d	4452.84 d	4551.65 d	4921.84 d	3509.15 d	3820.73 d	5265.23 d
A,RT,T,Y_GE65,A-R_V-Y,TRA	3519.95 d	4820.95 d	5084.41 d	5038.39 d	5130.59 d	5071.82 d	5564.32 d	4047.19 d	4786.71 d	5773.82 d
A,RT,T,Y_GE65,A-R_V-Y,TRA1	3847.05 d	4990.15 d	4972.56 d	5083.6 d	5103.58 d	5116.44 d	5536.68 d	4052.22 d	4789.83 d	5844.14 d
A,RT,T,Y_GE65,A-R_V-Y,TRA2	3037.72 d	4573.15 d	5248.27 d	4969.28 d	5165.77 d	4998.94 d	5602.01 d	4041.66 d	4777.23 d	5671.53 d
A,RT,T,Y_GE65,A-R_V-Y,TRB	3193.24 d	4292.88 d	4572.74 d	4617.73 d	4789.21 d	4741.7 d	5400.16 d	3800.31 d	4897.9 d	5582.65 d
A,RT,T,Y_GE65,A-R_V-Y,TRB1	3807.32 d	4422.11 d	4636.32 d	4639.78 d	4826.96 d	4705.58 d	5182.42 d	3626.16 d	4638.69 d	5441.08 d
A,RT,T,Y_GE65,A-R_V-Y,TRB2	1946.95 d	4011.37 d	4425.92 d	4553.23 d	4699.67 d	4791.03 d	5831.07 d	4135.73 d	5411.77 d	5842.66 d
A,RT,T,Y_GE65,A-R_V-Y,TRC	3442.47 d	4119.68 d	4473.42 d	4434.25 d	4840.56 d	4395.89 d	5300.89 d	4035.7 d	5171.75 d	5752.61 d
A,RT,T,Y_GE65,A-R_V-Y,TRC1	4198.66 d	4836.98 d	5040.64 d	4967.1 d	5466.85 d	4986.8 d	5798.28 d	4383.44 d	5432.24 d	6105.67 d
A,RT,T,Y_GE65,A-R_V-Y,TRC2	3151.13 d	3958.03 d	4302.52 d	4243.55 d	4550.34 d	4158.98 d	5149.42 d	4011.4 d	5126.83 d	5906.21 d
A,RT,T,Y_GE65,A-R_V-Y,TRC3	2787.13 d	3343.08 d	3915.7 d	3953.07 d	4378.42 d	3911.55 d	4824.9 d	3561.43 d	4840.89 d	5085.73 d
A,RT,T,Y_GE65,A-R_V-Y,UK	4410.24 	4345.92 	4237.58 	4386.55 	4288.92 	4281.83 	4195.27 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKC	4888.65 	4729.51 	4659.32 	4901.39 	4762.14 	4724.24 	4698.22 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKC1	4892.61 	4740.15 	4602.97 	4899.57 	4829.53 	4765 	4726 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKC2	4885.15 	4721.35 	4704.55 	4902.95 	4707.04 	4690.31 	4676.62 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKD	4730.96 	4685.15 	4554.16 	4678.05 	4624.19 	4560.19 	4506.79 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKD1	4340.04 	4279.97 	4136.16 	4265.99 	4189.16 	4209.27 	3996.19 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKD3	4912.44 	4846.83 	4754.08 	4923.18 	4789.71 	4763.81 	4608.66 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKD4	4710.64 	4689.77 	4621.88 	4602.12 	4620.84 	4620.52 	4627.81 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKD6	4460.51 	4266.32 	4114.23 	4242.46 	4300.46 	4119.64 	4110.94 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKD7	4801.43 	4875.5 	4647.73 	4840.85 	4772.69 	4631.89 	4713.01 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKE	4634.86 	4568.04 	4449.04 	4545.7 	4529.97 	4492.88 	4467.63 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKE1	4707.82 	4612.94 	4483.83 	4712.62 	4624.86 	4655.94 	4548.19 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKE2	4146.75 	4083.13 	3981.48 	4022.37 	3985.49 	3947.39 	3903.37 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKE3	4721.38 	4690.56 	4576.85 	4594.33 	4678.22 	4631.11 	4579.12 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKE4	4774.18 	4698.14 	4575.84 	4689.99 	4655.37 	4595.84 	4635.08 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKF	4422.41 	4368.21 	4261.56 	4469.35 	4324.92 	4354.22 	4313.28 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKF1	4526.36 	4477.84 	4375.53 	4636.46 	4476.88 	4472.33 	4407.84 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKF2	4307.81 	4247.99 	4145.4 	4292.11 	4172.45 	4175.91 	4151.72 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKF3	4378.66 	4322.27 	4196.64 	4396.9 	4239.55 	4401.56 	4388.97 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKG	4394.85 	4385.72 	4237.28 	4420.09 	4307.09 	4337.36 	4324.25 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKG1	4171.49 	4098.71 	4004.21 	4136.73 	4079.35 	4053.7 	4086.2 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKG2	4486.64 	4506.9 	4253.94 	4494.39 	4404.12 	4371.42 	4359.7 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKG3	4473.63 	4485.59 	4378.32 	4552.79 	4391.06 	4504.79 	4464.29 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKH	4111.61 	4058.16 	3969.23 	4121.81 	4041.69 	4066.34 	4010.58 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKH1	3977.46 	4036.14 	3856.34 	4017.68 	3949.49 	3951.68 	3925.48 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKH2	4203.83 	3998.28 	3972.16 	4126.14 	3939.71 	3995.1 	3967.76 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKH3	4230.2 	4142.84 	4136.6 	4274.89 	4269.15 	4303.73 	4177.02 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKI	4052.71 	3908.71 	3868.77 	3958.22 	3765.69 	3744.03 	3718.86 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKI3	3755.19 	3568.76 	3415.34 	3581.27 	3320.48 	3350.1 	3157.73 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKI4	4362.05 	4172.14 	4161.5 	4247.11 	3968.7 	4006.07 	4011.92 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKI5	4190.51 	4080.79 	4045.82 	4212.62 	4024.29 	3982.1 	3916.56 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKI6	4035.38 	3888.34 	3931.08 	3912.82 	3854.1 	3722.84 	3877.81 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKI7	3844.72 	3722.64 	3650.94 	3721.62 	3520.15 	3537.96 	3489.17 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKJ	4061.16 	3990.9 	3913.05 	3996.58 	3926.4 	3910.2 	3860.07 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKJ1	4067.95 	3948.88 	3904.44 	3872.07 	3818.19 	3774.23 	3710.43 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKJ2	3964.58 	3865.89 	3796.84 	3934.15 	3845.83 	3824.6 	3745.71 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKJ3	4087.12 	4039.96 	3879.87 	3973.9 	3913.86 	3935.23 	3856.44 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKJ4	4197.59 	4205.54 	4163.02 	4273.12 	4202.83 	4181.22 	4234.91 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKK	4040.61 	4055.26 	3885.09 	4075.72 	4046.45 	4013.78 	3934.98 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKK1	4075.22 	4154.56 	3925.86 	4103.33 	4111.87 	4051 	3939.73 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKK2	3865.58 	3876.25 	3770.33 	3985.32 	3890.05 	3893.21 	3796.67 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKK3	4138.47 	4294.74 	3950.65 	4241.05 	4154.56 	4165.01 	4173.4 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKK4	4145.05 	3988.93 	3923.26 	4064.62 	4075.29 	4022.12 	3981.66 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKL	4567.91 	4542.94 	4460.72 	4561.88 	4517.01 	4410.99 	4463.53 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKL1	4660.95 	4634.47 	4547.19 	4654.27 	4599.76 	4510.44 	4526.53 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKL2	4390.28 	4367.84 	4297.8 	4387.93 	4358.87 	4223.74 	4344 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKM	5042.72 	4910.3 	4795.16 	5040.56 	4832.85 	4937.9 	4792.65 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKM5	4847.95 	4743.53 	4750.75 	4959.69 	4641.11 	4812.97 	4632.34 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKM6	4560.41 	4409.48 	4344.64 	4743.89 	4360.44 	4495.95 	4480.29 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKM7	4908.85 	4770.18 	4544.45 	4801.97 	4698 	4717.25 	4597.61 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKM8	5498.26 	5290.88 	5232.33 	5463.33 	5294.5 	5440.91 	5156.06 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKM9	5013.63 	4988.47 	4932.87 	5118.95 	4810.6 	4981.72 	4916.73 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKN	4603.81 	4519.13 	4350.62 	4516.33 	4399.66 	4466.67 	4352.09 	: 	: 	: 
A,RT,T,Y_GE65,A-R_V-Y,UKN0	4603.81 	4519.13 	4350.62 	4516.33 	4399.66 	4466.67 	4352.09 	: 	: 	: 
A,RT,T,Y_LT65,A-R_V-Y,AT	188.23 	183.77 	179.13 	175.34 	167.59 	163.39 	163.34 	156.37 	160.84 	166.41 
A,RT,T,Y_LT65,A-R_V-Y,AT1	201.87 	197.65 	192.47 	184.29 	177.28 	168.42 	174.88 	163.07 	170.67 	178.61 
A,RT,T,Y_LT65,A-R_V-Y,AT11	190.48 	186.17 	173.71 	178.42 	170.63 	162.76 	167.42 	144.41 	142.08 	154.13 
A,RT,T,Y_LT65,A-R_V-Y,AT12	189.12 	186.09 	177.7 	175.01 	166.07 	161.71 	162.38 	155.3 	162.49 	171.91 
A,RT,T,Y_LT65,A-R_V-Y,AT13	216.98 	210.92 	210.98 	195.17 	190.37 	176.11 	188.67 	174 	184 	190.75 
A,RT,T,Y_LT65,A-R_V-Y,AT2	186.52 	177.91 	177.71 	177.45 	165.51 	166.28 	162.46 	159.34 	162.68 	162.79 
A,RT,T,Y_LT65,A-R_V-Y,AT21	195.93 	178.07 	187.5 	178.31 	174.93 	164.5 	177.42 	163.48 	160.1 	172.85 
A,RT,T,Y_LT65,A-R_V-Y,AT22	182.01 	177.81 	173.12 	176.99 	161.09 	167.23 	155.8 	157.65 	163.89 	158.34 
A,RT,T,Y_LT65,A-R_V-Y,AT3	165.78 	162.97 	157.37 	157.85 	151.11 	148.44 	144.51 	141.43 	144.34 	149.63 
A,RT,T,Y_LT65,A-R_V-Y,AT31	170.76 	168.59 	162.22 	165.21 	154.06 	155.29 	149.35 	140.79 	148.32 	156.11 
A,RT,T,Y_LT65,A-R_V-Y,AT32	172.94 	157.64 	157.25 	152.75 	146.53 	149.16 	144.69 	144.47 	147.36 	157.29 
A,RT,T,Y_LT65,A-R_V-Y,AT33	157.22 	157.78 	155.34 	153.06 	153.58 	132.75 	138.68 	146.45 	133.95 	137.06 
A,RT,T,Y_LT65,A-R_V-Y,AT34	152.76 	158.15 	142.22 	145.66 	141.35 	150.73 	136.85 	129.8 	144.53 	137.92 
A,RT,T,Y_LT65,A-R_V-Y,BE	208.92 	203.12 	191.88 	194.53 	186.81 	180.94 	177.53 	170.3 	177.93 	171.19 
A,RT,T,Y_LT65,A-R_V-Y,BE1	209.36 	198.7 	181.87 	181.77 	174.78 	173.94 	172.18 	161.62 	187.04 	171.68 
A,RT,T,Y_LT65,A-R_V-Y,BE10	209.36 	198.7 	181.87 	181.77 	174.78 	173.94 	172.18 	161.62 	187.04 	171.68 
A,RT,T,Y_LT65,A-R_V-Y,BE2	177.37 	175.06 	164.15 	166.54 	159.52 	155.01 	149.04 	145.9 	147.83 	141.75 
A,RT,T,Y_LT65,A-R_V-Y,BE21	173.48 	168.58 	157.29 	160.34 	154.54 	149.47 	142.35 	139.83 	141.42 	140 
A,RT,T,Y_LT65,A-R_V-Y,BE22	156.35 	150.25 	154.55 	154.34 	148.3 	139.06 	138.37 	136.56 	142.72 	136.4 
A,RT,T,Y_LT65,A-R_V-Y,BE23	191.2 	190.09 	170.39 	177.75 	168.76 	165.05 	162.14 	156.65 	152.74 	146.17 
A,RT,T,Y_LT65,A-R_V-Y,BE24	168.64 	164.77 	156.24 	157.72 	146.19 	141.39 	135.91 	133.66 	136.94 	125.95 
A,RT,T,Y_LT65,A-R_V-Y,BE25	190.21 	194.97 	181.87 	180.16 	176.67 	176.49 	163.46 	160.35 	166.7 	158.12 
A,RT,T,Y_LT65,A-R_V-Y,BE3	257.31 	249.44 	238.59 	242.97 	233.02 	222.52 	225.18 	211.52 	226.57 	221.6 
A,RT,T,Y_LT65,A-R_V-Y,BE31	186.99 	168.56 	183.82 	168.31 	158.72 	163.08 	152.11 	145.63 	152.37 	134.63 
A,RT,T,Y_LT65,A-R_V-Y,BE32	288.05 	278.29 	263.08 	265.81 	262.7 	241.93 	257.75 	234.79 	259.65 	251.85 
A,RT,T,Y_LT65,A-R_V-Y,BE33	237.58 	232.02 	225.58 	237.69 	215.2 	211.45 	212.34 	202.98 	224.49 	218.24 
A,RT,T,Y_LT65,A-R_V-Y,BE34	247.9 	266.98 	223.42 	250.15 	247.75 	224.64 	204.95 	220.83 	207.13 	208.49 
A,RT,T,Y_LT65,A-R_V-Y,BE35	278.34 	264.29 	252.52 	248.66 	243.96 	241.28 	235.78 	215.96 	213.55 	226.38 
A,RT,T,Y_LT65,A-R_V-Y,BG	378.56 	364.28 	382.68 	372.12 	374.38 	368.05 	367.3 	358.76 	416.32 	493.85 
A,RT,T,Y_LT65,A-R_V-Y,BG3	392.5 	376.07 	397.65 	380.96 	389.9 	382.44 	383.68 	373.61 	436.01 	524.14 
A,RT,T,Y_LT65,A-R_V-Y,BG31	424.15 	402.42 	439.08 	403.96 	434.38 	406.24 	414.43 	409.24 	482.82 	576.48 
A,RT,T,Y_LT65,A-R_V-Y,BG32	377.89 	368.23 	386.08 	376.34 	376.59 	390.36 	374.04 	356.96 	437.42 	527.83 
A,RT,T,Y_LT65,A-R_V-Y,BG33	381.32 	362.92 	377.62 	370.74 	364.89 	357.68 	364.83 	357.84 	407.78 	503.52 
A,RT,T,Y_LT65,A-R_V-Y,BG34	390.83 	375.37 	393.69 	376.77 	389.94 	381.34 	385.37 	375.19 	426.89 	502.91 
A,RT,T,Y_LT65,A-R_V-Y,BG4	357.89 	345.64 	360.76 	355.98 	351.43 	346.65 	344.96 	338.35 	391.96 	457.91 
A,RT,T,Y_LT65,A-R_V-Y,BG41	362.19 	348.03 	362.94 	352.42 	351.38 	350.83 	345.58 	336.83 	393.85 	471.51 
A,RT,T,Y_LT65,A-R_V-Y,BG42	352.5 	343.3 	358.1 	362.01 	352.01 	341.26 	344.59 	341.49 	390.84 	441.55 
